threads,algo,mode,dataset,n,m,Delta,c,batch_sz,run,time_s
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,8,2601013,4,1.07408
64,dplus1,vertex,rmat_2^12,4096,38344,286,NA,38344,0,0.012316
64,cbyd_c2,vertex,rmat_2^12,4096,38344,286,2,38344,0,0.016624
64,dplus1,vertex,rmat_2^12,4096,38344,286,NA,38344,1,0.019104
64,cbyd_c2,vertex,rmat_2^12,4096,38344,286,2,38344,1,0.027897
64,dplus1,vertex,rmat_2^12,4096,38344,286,NA,38344,2,0.011284
64,cbyd_c2,vertex,rmat_2^12,4096,38344,286,2,38344,2,0.021971
64,dplus1,vertex,rmat_2^12,4096,38344,286,NA,38344,3,0.001657
64,cbyd_c2,vertex,rmat_2^12,4096,38344,286,2,38344,3,0.022177
64,dplus1,vertex,rmat_2^12,4096,38344,286,NA,38344,4,0.016884
64,cbyd_c2,vertex,rmat_2^12,4096,38344,286,2,38344,4,0.001637
64,dplus1,vertex,rmat_2^13,8192,77999,389,NA,77999,0,0.037488
64,cbyd_c2,vertex,rmat_2^13,8192,77999,389,2,77999,0,0.029317
64,dplus1,vertex,rmat_2^13,8192,77999,389,NA,77999,1,0.027323
64,cbyd_c2,vertex,rmat_2^13,8192,77999,389,2,77999,1,0.027437
64,dplus1,vertex,rmat_2^13,8192,77999,389,NA,77999,2,0.00227
64,cbyd_c2,vertex,rmat_2^13,8192,77999,389,2,77999,2,0.040573
64,dplus1,vertex,rmat_2^13,8192,77999,389,NA,77999,3,0.002251
64,cbyd_c2,vertex,rmat_2^13,8192,77999,389,2,77999,3,0.023536
64,dplus1,vertex,rmat_2^13,8192,77999,389,NA,77999,4,0.027151
64,cbyd_c2,vertex,rmat_2^13,8192,77999,389,2,77999,4,0.002199
64,dplus1,vertex,rmat_2^14,16384,158370,546,NA,158370,0,0.025689
64,cbyd_c2,vertex,rmat_2^14,16384,158370,546,2,158370,0,0.046427
64,dplus1,vertex,rmat_2^14,16384,158370,546,NA,158370,1,0.027891
64,cbyd_c2,vertex,rmat_2^14,16384,158370,546,2,158370,1,0.029753
64,dplus1,vertex,rmat_2^14,16384,158370,546,NA,158370,2,0.05222
64,cbyd_c2,vertex,rmat_2^14,16384,158370,546,2,158370,2,0.026016
64,dplus1,vertex,rmat_2^14,16384,158370,546,NA,158370,3,0.042078
64,cbyd_c2,vertex,rmat_2^14,16384,158370,546,2,158370,3,0.034461
64,dplus1,vertex,rmat_2^14,16384,158370,546,NA,158370,4,0.036784
64,cbyd_c2,vertex,rmat_2^14,16384,158370,546,2,158370,4,0.026539
64,dplus1,vertex,rmat_2^15,32768,319975,761,NA,319975,0,0.072664
64,cbyd_c2,vertex,rmat_2^15,32768,319975,761,2,319975,0,0.063329
64,dplus1,vertex,rmat_2^15,32768,319975,761,NA,319975,1,0.053624
64,cbyd_c2,vertex,rmat_2^15,32768,319975,761,2,319975,1,0.071364
64,dplus1,vertex,rmat_2^15,32768,319975,761,NA,319975,2,0.083824
64,cbyd_c2,vertex,rmat_2^15,32768,319975,761,2,319975,2,0.082158
64,dplus1,vertex,rmat_2^15,32768,319975,761,NA,319975,3,0.071559
64,cbyd_c2,vertex,rmat_2^15,32768,319975,761,2,319975,3,0.067637
64,dplus1,vertex,rmat_2^15,32768,319975,761,NA,319975,4,0.06502
64,cbyd_c2,vertex,rmat_2^15,32768,319975,761,2,319975,4,0.05999
64,dplus1,vertex,rmat_2^16,65536,644750,992,NA,644750,0,0.157588
64,cbyd_c2,vertex,rmat_2^16,65536,644750,992,2,644750,0,0.129102
64,dplus1,vertex,rmat_2^16,65536,644750,992,NA,644750,1,0.123977
64,cbyd_c2,vertex,rmat_2^16,65536,644750,992,2,644750,1,0.111926
64,dplus1,vertex,rmat_2^16,65536,644750,992,NA,644750,2,0.12794
64,cbyd_c2,vertex,rmat_2^16,65536,644750,992,2,644750,2,0.120019
64,dplus1,vertex,rmat_2^16,65536,644750,992,NA,644750,3,0.10102
64,cbyd_c2,vertex,rmat_2^16,65536,644750,992,2,644750,3,0.126293
64,dplus1,vertex,rmat_2^16,65536,644750,992,NA,644750,4,0.126519
64,cbyd_c2,vertex,rmat_2^16,65536,644750,992,2,644750,4,0.110226
64,dplus1,vertex,rmat_2^17,131072,1295967,1364,NA,1295967,0,0.172266
64,cbyd_c2,vertex,rmat_2^17,131072,1295967,1364,2,1295967,0,0.179943
64,dplus1,vertex,rmat_2^17,131072,1295967,1364,NA,1295967,1,0.20728
64,cbyd_c2,vertex,rmat_2^17,131072,1295967,1364,2,1295967,1,0.194374
64,dplus1,vertex,rmat_2^17,131072,1295967,1364,NA,1295967,2,0.173369
64,cbyd_c2,vertex,rmat_2^17,131072,1295967,1364,2,1295967,2,0.17497
64,dplus1,vertex,rmat_2^17,131072,1295967,1364,NA,1295967,3,0.187219
64,cbyd_c2,vertex,rmat_2^17,131072,1295967,1364,2,1295967,3,0.177348
64,dplus1,vertex,rmat_2^17,131072,1295967,1364,NA,1295967,4,0.189903
64,cbyd_c2,vertex,rmat_2^17,131072,1295967,1364,2,1295967,4,0.18742
64,dplus1,vertex,rmat_2^18,262144,2601013,1894,NA,2601013,0,0.291748
64,cbyd_c2,vertex,rmat_2^18,262144,2601013,1894,2,2601013,0,0.277557
64,dplus1,vertex,rmat_2^18,262144,2601013,1894,NA,2601013,1,0.273235
64,cbyd_c2,vertex,rmat_2^18,262144,2601013,1894,2,2601013,1,0.304929
64,dplus1,vertex,rmat_2^18,262144,2601013,1894,NA,2601013,2,0.259535
64,cbyd_c2,vertex,rmat_2^18,262144,2601013,1894,2,2601013,2,0.26395
64,dplus1,vertex,rmat_2^18,262144,2601013,1894,NA,2601013,3,0.279584
64,cbyd_c2,vertex,rmat_2^18,262144,2601013,1894,2,2601013,3,0.268195
64,dplus1,vertex,rmat_2^18,262144,2601013,1894,NA,2601013,4,0.260301
64,cbyd_c2,vertex,rmat_2^18,262144,2601013,1894,2,2601013,4,0.317758
64,dplus1,vertex,rmat_2^19,524288,5214709,2484,NA,5214709,0,0.433356
64,cbyd_c2,vertex,rmat_2^19,524288,5214709,2484,2,5214709,0,0.421194
64,dplus1,vertex,rmat_2^19,524288,5214709,2484,NA,5214709,1,0.422504
64,cbyd_c2,vertex,rmat_2^19,524288,5214709,2484,2,5214709,1,0.444651
64,dplus1,vertex,rmat_2^19,524288,5214709,2484,NA,5214709,2,0.465511
64,cbyd_c2,vertex,rmat_2^19,524288,5214709,2484,2,5214709,2,0.426959
64,dplus1,vertex,rmat_2^19,524288,5214709,2484,NA,5214709,3,0.485104
64,cbyd_c2,vertex,rmat_2^19,524288,5214709,2484,2,5214709,3,0.439098
64,dplus1,vertex,rmat_2^19,524288,5214709,2484,NA,5214709,4,0.473189
64,cbyd_c2,vertex,rmat_2^19,524288,5214709,2484,2,5214709,4,0.406025
64,dplus1,vertex,rmat_2^20,1048576,10446839,3315,NA,10446839,0,0.678926
64,cbyd_c2,vertex,rmat_2^20,1048576,10446839,3315,2,10446839,0,0.719625
64,dplus1,vertex,rmat_2^20,1048576,10446839,3315,NA,10446839,1,0.691897
64,cbyd_c2,vertex,rmat_2^20,1048576,10446839,3315,2,10446839,1,0.677442
64,dplus1,vertex,rmat_2^20,1048576,10446839,3315,NA,10446839,2,0.670635
64,cbyd_c2,vertex,rmat_2^20,1048576,10446839,3315,2,10446839,2,0.701807
64,dplus1,vertex,rmat_2^20,1048576,10446839,3315,NA,10446839,3,0.618564
64,cbyd_c2,vertex,rmat_2^20,1048576,10446839,3315,2,10446839,3,0.69398
64,dplus1,vertex,rmat_2^20,1048576,10446839,3315,NA,10446839,4,0.65135
64,cbyd_c2,vertex,rmat_2^20,1048576,10446839,3315,2,10446839,4,0.696933
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,26010,0,1.77539
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,26010,0,1.7854
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,26010,1,1.86376
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,26010,1,1.85205
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,26010,2,2.02039
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,26010,2,1.97789
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,26010,3,2.10847
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,26010,3,2.0266
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,26010,4,1.98883
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,26010,4,2.18312
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,130050,0,1.46224
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,130050,0,1.42434
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,130050,1,1.38036
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,130050,1,1.42911
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,130050,2,1.47268
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,130050,2,1.40543
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,130050,3,1.48651
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,130050,3,1.47387
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,130050,4,1.51507
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,130050,4,1.47929
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,260101,0,1.13919
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,260101,0,1.05617
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,260101,1,1.1009
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,260101,1,1.04435
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,260101,2,0.979185
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,260101,2,1.19526
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,260101,3,1.12308
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,260101,3,1.07877
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,260101,4,1.11091
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,260101,4,1.06587
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,650253,0,0.650397
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,650253,0,0.681246
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,650253,1,0.598739
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,650253,1,0.687287
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,650253,2,0.681119
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,650253,2,0.615326
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,650253,3,0.678248
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,650253,3,0.694143
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,650253,4,0.671494
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,650253,4,0.625419
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,1300506,0,0.511756
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,1300506,0,0.441672
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,1300506,1,0.493868
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,1300506,1,0.466682
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,1300506,2,0.452641
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,1300506,2,0.442321
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,1300506,3,0.513265
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,1300506,3,0.445158
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,1300506,4,0.505419
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,1300506,4,0.460025
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,2601013,0,0.326453
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,2601013,0,0.293805
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,2601013,1,0.316413
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,2601013,1,0.34805
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,2601013,2,0.332548
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,2601013,2,0.289027
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,2601013,3,0.342279
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,2601013,3,0.332272
64,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,2601013,4,0.314357
64,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,2601013,4,0.299885
64,dplus1,snap,email-Enron,36692,183831,1383,NA,183831,0,0.031805
64,cbyd_c2,snap,email-Enron,36692,183831,1383,2,183831,0,0.065764
64,dplus1,snap,email-Enron,36692,183831,1383,NA,183831,1,0.047205
64,cbyd_c2,snap,email-Enron,36692,183831,1383,2,183831,1,0.044007
64,dplus1,snap,email-Enron,36692,183831,1383,NA,183831,2,0.025094
64,cbyd_c2,snap,email-Enron,36692,183831,1383,2,183831,2,0.030051
64,dplus1,snap,email-Enron,36692,183831,1383,NA,183831,3,0.035241
64,cbyd_c2,snap,email-Enron,36692,183831,1383,2,183831,3,0.031083
64,dplus1,snap,email-Enron,36692,183831,1383,NA,183831,4,0.050855
64,cbyd_c2,snap,email-Enron,36692,183831,1383,2,183831,4,0.03952
64,dplus1,snap,com-dblp,425957,1049866,343,NA,1049866,0,0.158373
64,cbyd_c2,snap,com-dblp,425957,1049866,343,2,1049866,0,0.162172
64,dplus1,snap,com-dblp,425957,1049866,343,NA,1049866,1,0.187603
64,cbyd_c2,snap,com-dblp,425957,1049866,343,2,1049866,1,0.16884
64,dplus1,snap,com-dblp,425957,1049866,343,NA,1049866,2,0.154101
64,cbyd_c2,snap,com-dblp,425957,1049866,343,2,1049866,2,0.172833
64,dplus1,snap,com-dblp,425957,1049866,343,NA,1049866,3,0.156433
64,cbyd_c2,snap,com-dblp,425957,1049866,343,2,1049866,3,0.180001
64,dplus1,snap,com-dblp,425957,1049866,343,NA,1049866,4,0.173573
64,cbyd_c2,snap,com-dblp,425957,1049866,343,2,1049866,4,0.179264
64,dplus1,snap,com-amazon,548552,925872,549,NA,925872,0,0.151421
64,cbyd_c2,snap,com-amazon,548552,925872,549,2,925872,0,0.195433
64,dplus1,snap,com-amazon,548552,925872,549,NA,925872,1,0.180754
64,cbyd_c2,snap,com-amazon,548552,925872,549,2,925872,1,0.178527
64,dplus1,snap,com-amazon,548552,925872,549,NA,925872,2,0.18297
64,cbyd_c2,snap,com-amazon,548552,925872,549,2,925872,2,0.20248
64,dplus1,snap,com-amazon,548552,925872,549,NA,925872,3,0.161003
64,cbyd_c2,snap,com-amazon,548552,925872,549,2,925872,3,0.167288
64,dplus1,snap,com-amazon,548552,925872,549,NA,925872,4,0.173946
64,cbyd_c2,snap,com-amazon,548552,925872,549,2,925872,4,0.184931
64,dplus1,snap,roadNet-CA,1971281,2766607,12,NA,2766607,0,0.466594
64,cbyd_c2,snap,roadNet-CA,1971281,2766607,12,2,2766607,0,0.383674
64,dplus1,snap,roadNet-CA,1971281,2766607,12,NA,2766607,1,0.429364
64,cbyd_c2,snap,roadNet-CA,1971281,2766607,12,2,2766607,1,0.39871
64,dplus1,snap,roadNet-CA,1971281,2766607,12,NA,2766607,2,0.436801
64,cbyd_c2,snap,roadNet-CA,1971281,2766607,12,2,2766607,2,0.3501
64,dplus1,snap,roadNet-CA,1971281,2766607,12,NA,2766607,3,0.365247
64,cbyd_c2,snap,roadNet-CA,1971281,2766607,12,2,2766607,3,0.455306
64,dplus1,snap,roadNet-CA,1971281,2766607,12,NA,2766607,4,0.424174
64,cbyd_c2,snap,roadNet-CA,1971281,2766607,12,2,2766607,4,0.385971
