threads,algo,mode,dataset,n,m,Delta,c,batch_sz,run,time_s
32,dplus1_10batch,thread,rmat_262144,262144,2601013,NA,NA,2601013,0,0.323333
32,dplus1_10batch,thread,rmat_262144,262144,2601013,NA,NA,2601013,1,0.348911
32,dplus1_10batch,thread,rmat_262144,262144,2601013,NA,NA,2601013,2,0.342378
32,dplus1_10batch,thread,rmat_262144,262144,2601013,NA,NA,2601013,3,0.360465
32,dplus1_10batch,thread,rmat_262144,262144,2601013,NA,NA,2601013,4,0.395228
32,cbyd_c2_10batch,thread,rmat_262144,262144,2601013,NA,2,2601013,0,0.368774
32,cbyd_c2_10batch,thread,rmat_262144,262144,2601013,NA,2,2601013,1,0.403028
32,cbyd_c2_10batch,thread,rmat_262144,262144,2601013,NA,2,2601013,2,0.421626
32,cbyd_c2_10batch,thread,rmat_262144,262144,2601013,NA,2,2601013,3,0.40981
32,cbyd_c2_10batch,thread,rmat_262144,262144,2601013,NA,2,2601013,4,0.438039
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,2,2601013,0,0.173253
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,2,2601013,1,0.138438
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,2,2601013,2,0.1479
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,2,2601013,3,0.150543
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,2,2601013,4,0.146531
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,3,2601013,0,0.136197
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,3,2601013,1,0.151435
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,3,2601013,2,0.141107
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,3,2601013,3,0.136235
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,3,2601013,4,0.136374
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,4,2601013,0,0.153313
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,4,2601013,1,0.134578
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,4,2601013,2,0.137658
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,4,2601013,3,0.147549
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,4,2601013,4,0.142967
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,6,2601013,0,0.145638
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,6,2601013,1,0.149201
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,6,2601013,2,0.150107
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,6,2601013,3,0.15012
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,6,2601013,4,0.136902
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,8,2601013,0,0.138125
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,8,2601013,1,0.137829
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,8,2601013,2,0.153748
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,8,2601013,3,0.153708
32,cbyd,c_scaling,rmat_262144,262144,2601013,1894,8,2601013,4,0.159323
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,2,2601013,0,0.374133
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,2,2601013,1,0.394337
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,2,2601013,2,0.386425
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,2,2601013,3,0.368457
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,2,2601013,4,0.405
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,3,2601013,0,0.430574
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,3,2601013,1,0.410553
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,3,2601013,2,0.43842
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,3,2601013,3,0.467173
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,3,2601013,4,0.44752
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,4,2601013,0,0.463854
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,4,2601013,1,0.455873
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,4,2601013,2,0.454291
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,4,2601013,3,0.470429
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,4,2601013,4,0.461812
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,6,2601013,0,0.471078
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,6,2601013,1,0.488359
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,6,2601013,2,0.475661
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,6,2601013,3,0.489811
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,6,2601013,4,0.506742
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,8,2601013,0,0.501325
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,8,2601013,1,0.484037
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,8,2601013,2,0.511169
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,8,2601013,3,0.478509
32,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,8,2601013,4,0.509705
32,dplus1,vertex,rmat_2^12,4096,38344,286,NA,38344,0,0.005187
32,cbyd_c2,vertex,rmat_2^12,4096,38344,286,2,38344,0,0.006473
32,dplus1,vertex,rmat_2^12,4096,38344,286,NA,38344,1,0.005182
32,cbyd_c2,vertex,rmat_2^12,4096,38344,286,2,38344,1,0.005533
32,dplus1,vertex,rmat_2^12,4096,38344,286,NA,38344,2,0.005635
32,cbyd_c2,vertex,rmat_2^12,4096,38344,286,2,38344,2,0.005143
32,dplus1,vertex,rmat_2^12,4096,38344,286,NA,38344,3,0.005787
32,cbyd_c2,vertex,rmat_2^12,4096,38344,286,2,38344,3,0.005335
32,dplus1,vertex,rmat_2^12,4096,38344,286,NA,38344,4,0.006759
32,cbyd_c2,vertex,rmat_2^12,4096,38344,286,2,38344,4,0.002945
32,dplus1,vertex,rmat_2^13,8192,77999,389,NA,77999,0,0.013173
32,cbyd_c2,vertex,rmat_2^13,8192,77999,389,2,77999,0,0.002199
32,dplus1,vertex,rmat_2^13,8192,77999,389,NA,77999,1,0.016349
32,cbyd_c2,vertex,rmat_2^13,8192,77999,389,2,77999,1,0.002185
32,dplus1,vertex,rmat_2^13,8192,77999,389,NA,77999,2,0.002402
32,cbyd_c2,vertex,rmat_2^13,8192,77999,389,2,77999,2,0.011495
32,dplus1,vertex,rmat_2^13,8192,77999,389,NA,77999,3,0.002352
32,cbyd_c2,vertex,rmat_2^13,8192,77999,389,2,77999,3,0.011836
32,dplus1,vertex,rmat_2^13,8192,77999,389,NA,77999,4,0.002241
32,cbyd_c2,vertex,rmat_2^13,8192,77999,389,2,77999,4,0.008083
32,dplus1,vertex,rmat_2^14,16384,158370,546,NA,158370,0,0.014995
32,cbyd_c2,vertex,rmat_2^14,16384,158370,546,2,158370,0,0.011588
32,dplus1,vertex,rmat_2^14,16384,158370,546,NA,158370,1,0.012682
32,cbyd_c2,vertex,rmat_2^14,16384,158370,546,2,158370,1,0.01444
32,dplus1,vertex,rmat_2^14,16384,158370,546,NA,158370,2,0.012813
32,cbyd_c2,vertex,rmat_2^14,16384,158370,546,2,158370,2,0.015357
32,dplus1,vertex,rmat_2^14,16384,158370,546,NA,158370,3,0.015087
32,cbyd_c2,vertex,rmat_2^14,16384,158370,546,2,158370,3,0.012917
32,dplus1,vertex,rmat_2^14,16384,158370,546,NA,158370,4,0.011094
32,cbyd_c2,vertex,rmat_2^14,16384,158370,546,2,158370,4,0.012551
32,dplus1,vertex,rmat_2^15,32768,319975,761,NA,319975,0,0.02352
32,cbyd_c2,vertex,rmat_2^15,32768,319975,761,2,319975,0,0.027688
32,dplus1,vertex,rmat_2^15,32768,319975,761,NA,319975,1,0.02768
32,cbyd_c2,vertex,rmat_2^15,32768,319975,761,2,319975,1,0.028913
32,dplus1,vertex,rmat_2^15,32768,319975,761,NA,319975,2,0.027507
32,cbyd_c2,vertex,rmat_2^15,32768,319975,761,2,319975,2,0.032243
32,dplus1,vertex,rmat_2^15,32768,319975,761,NA,319975,3,0.020495
32,cbyd_c2,vertex,rmat_2^15,32768,319975,761,2,319975,3,0.019757
32,dplus1,vertex,rmat_2^15,32768,319975,761,NA,319975,4,0.0195
32,cbyd_c2,vertex,rmat_2^15,32768,319975,761,2,319975,4,0.025868
32,dplus1,vertex,rmat_2^16,65536,644750,992,NA,644750,0,0.05183
32,cbyd_c2,vertex,rmat_2^16,65536,644750,992,2,644750,0,0.052739
32,dplus1,vertex,rmat_2^16,65536,644750,992,NA,644750,1,0.0595
32,cbyd_c2,vertex,rmat_2^16,65536,644750,992,2,644750,1,0.045196
32,dplus1,vertex,rmat_2^16,65536,644750,992,NA,644750,2,0.045056
32,cbyd_c2,vertex,rmat_2^16,65536,644750,992,2,644750,2,0.053804
32,dplus1,vertex,rmat_2^16,65536,644750,992,NA,644750,3,0.050369
32,cbyd_c2,vertex,rmat_2^16,65536,644750,992,2,644750,3,0.052843
32,dplus1,vertex,rmat_2^16,65536,644750,992,NA,644750,4,0.042973
32,cbyd_c2,vertex,rmat_2^16,65536,644750,992,2,644750,4,0.044592
32,dplus1,vertex,rmat_2^17,131072,1295967,1364,NA,1295967,0,0.07979
32,cbyd_c2,vertex,rmat_2^17,131072,1295967,1364,2,1295967,0,0.071449
32,dplus1,vertex,rmat_2^17,131072,1295967,1364,NA,1295967,1,0.074058
32,cbyd_c2,vertex,rmat_2^17,131072,1295967,1364,2,1295967,1,0.077057
32,dplus1,vertex,rmat_2^17,131072,1295967,1364,NA,1295967,2,0.077218
32,cbyd_c2,vertex,rmat_2^17,131072,1295967,1364,2,1295967,2,0.075683
32,dplus1,vertex,rmat_2^17,131072,1295967,1364,NA,1295967,3,0.081347
32,cbyd_c2,vertex,rmat_2^17,131072,1295967,1364,2,1295967,3,0.071399
32,dplus1,vertex,rmat_2^17,131072,1295967,1364,NA,1295967,4,0.085093
32,cbyd_c2,vertex,rmat_2^17,131072,1295967,1364,2,1295967,4,0.086917
32,dplus1,vertex,rmat_2^18,262144,2601013,1894,NA,2601013,0,0.155889
32,cbyd_c2,vertex,rmat_2^18,262144,2601013,1894,2,2601013,0,0.140245
32,dplus1,vertex,rmat_2^18,262144,2601013,1894,NA,2601013,1,0.1251
32,cbyd_c2,vertex,rmat_2^18,262144,2601013,1894,2,2601013,1,0.132075
32,dplus1,vertex,rmat_2^18,262144,2601013,1894,NA,2601013,2,0.1469
32,cbyd_c2,vertex,rmat_2^18,262144,2601013,1894,2,2601013,2,0.138905
32,dplus1,vertex,rmat_2^18,262144,2601013,1894,NA,2601013,3,0.138164
32,cbyd_c2,vertex,rmat_2^18,262144,2601013,1894,2,2601013,3,0.135656
32,dplus1,vertex,rmat_2^18,262144,2601013,1894,NA,2601013,4,0.142857
32,cbyd_c2,vertex,rmat_2^18,262144,2601013,1894,2,2601013,4,0.139032
32,dplus1,vertex,rmat_2^19,524288,5214709,2484,NA,5214709,0,0.271592
32,cbyd_c2,vertex,rmat_2^19,524288,5214709,2484,2,5214709,0,0.25079
32,dplus1,vertex,rmat_2^19,524288,5214709,2484,NA,5214709,1,0.262327
32,cbyd_c2,vertex,rmat_2^19,524288,5214709,2484,2,5214709,1,0.273909
32,dplus1,vertex,rmat_2^19,524288,5214709,2484,NA,5214709,2,0.253385
32,cbyd_c2,vertex,rmat_2^19,524288,5214709,2484,2,5214709,2,0.237332
32,dplus1,vertex,rmat_2^19,524288,5214709,2484,NA,5214709,3,0.237882
32,cbyd_c2,vertex,rmat_2^19,524288,5214709,2484,2,5214709,3,0.262427
32,dplus1,vertex,rmat_2^19,524288,5214709,2484,NA,5214709,4,0.246599
32,cbyd_c2,vertex,rmat_2^19,524288,5214709,2484,2,5214709,4,0.238247
32,dplus1,vertex,rmat_2^20,1048576,10446839,3315,NA,10446839,0,0.495741
32,cbyd_c2,vertex,rmat_2^20,1048576,10446839,3315,2,10446839,0,0.454859
32,dplus1,vertex,rmat_2^20,1048576,10446839,3315,NA,10446839,1,0.451644
32,cbyd_c2,vertex,rmat_2^20,1048576,10446839,3315,2,10446839,1,0.449043
32,dplus1,vertex,rmat_2^20,1048576,10446839,3315,NA,10446839,2,0.445843
32,cbyd_c2,vertex,rmat_2^20,1048576,10446839,3315,2,10446839,2,0.44047
32,dplus1,vertex,rmat_2^20,1048576,10446839,3315,NA,10446839,3,0.441095
32,cbyd_c2,vertex,rmat_2^20,1048576,10446839,3315,2,10446839,3,0.451226
32,dplus1,vertex,rmat_2^20,1048576,10446839,3315,NA,10446839,4,0.447939
32,cbyd_c2,vertex,rmat_2^20,1048576,10446839,3315,2,10446839,4,0.439541
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,26010,0,0.726018
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,26010,0,0.822477
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,26010,1,0.770931
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,26010,1,0.803964
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,26010,2,0.8082
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,26010,2,0.783557
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,26010,3,0.823404
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,26010,3,0.890168
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,26010,4,0.874346
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,26010,4,0.753153
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,130050,0,0.588948
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,130050,0,0.599599
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,130050,1,0.600002
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,130050,1,0.611142
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,130050,2,0.672111
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,130050,2,0.611895
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,130050,3,0.62478
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,130050,3,0.633834
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,130050,4,0.671105
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,130050,4,0.66369
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,260101,0,0.459911
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,260101,0,0.484993
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,260101,1,0.459644
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,260101,1,0.476492
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,260101,2,0.486544
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,260101,2,0.505918
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,260101,3,0.439078
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,260101,3,0.519708
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,260101,4,0.502548
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,260101,4,0.498795
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,650253,0,0.271123
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,650253,0,0.266151
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,650253,1,0.286951
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,650253,1,0.267005
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,650253,2,0.313457
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,650253,2,0.314629
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,650253,3,0.280103
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,650253,3,0.262227
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,650253,4,0.303469
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,650253,4,0.284025
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,1300506,0,0.223643
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,1300506,0,0.219525
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,1300506,1,0.23133
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,1300506,1,0.198124
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,1300506,2,0.234767
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,1300506,2,0.223349
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,1300506,3,0.20329
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,1300506,3,0.219217
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,1300506,4,0.239884
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,1300506,4,0.207568
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,2601013,0,0.177
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,2601013,0,0.167198
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,2601013,1,0.151671
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,2601013,1,0.164338
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,2601013,2,0.173424
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,2601013,2,0.162629
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,2601013,3,0.154339
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,2601013,3,0.14925
32,dplus1,batch,rmat_2^18,262144,2601013,1894,NA,2601013,4,0.159158
32,cbyd_c2,batch,rmat_2^18,262144,2601013,1894,2,2601013,4,0.172235
32,dplus1,snap,email-Enron,36692,183831,1383,NA,183831,0,0.011848
32,cbyd_c2,snap,email-Enron,36692,183831,1383,2,183831,0,0.01181
32,dplus1,snap,email-Enron,36692,183831,1383,NA,183831,1,0.016787
32,cbyd_c2,snap,email-Enron,36692,183831,1383,2,183831,1,0.011054
32,dplus1,snap,email-Enron,36692,183831,1383,NA,183831,2,0.013449
32,cbyd_c2,snap,email-Enron,36692,183831,1383,2,183831,2,0.01945
32,dplus1,snap,email-Enron,36692,183831,1383,NA,183831,3,0.014895
32,cbyd_c2,snap,email-Enron,36692,183831,1383,2,183831,3,0.020711
32,dplus1,snap,email-Enron,36692,183831,1383,NA,183831,4,0.011717
32,cbyd_c2,snap,email-Enron,36692,183831,1383,2,183831,4,0.011966
32,dplus1,snap,com-dblp,425957,1049866,343,NA,1049866,0,0.07708
32,cbyd_c2,snap,com-dblp,425957,1049866,343,2,1049866,0,0.072265
32,dplus1,snap,com-dblp,425957,1049866,343,NA,1049866,1,0.071657
32,cbyd_c2,snap,com-dblp,425957,1049866,343,2,1049866,1,0.086897
32,dplus1,snap,com-dblp,425957,1049866,343,NA,1049866,2,0.076115
32,cbyd_c2,snap,com-dblp,425957,1049866,343,2,1049866,2,0.09275
32,dplus1,snap,com-dblp,425957,1049866,343,NA,1049866,3,0.086684
32,cbyd_c2,snap,com-dblp,425957,1049866,343,2,1049866,3,0.075628
32,dplus1,snap,com-dblp,425957,1049866,343,NA,1049866,4,0.071237
32,cbyd_c2,snap,com-dblp,425957,1049866,343,2,1049866,4,0.074037
32,dplus1,snap,com-amazon,548552,925872,549,NA,925872,0,0.079324
32,cbyd_c2,snap,com-amazon,548552,925872,549,2,925872,0,0.079293
32,dplus1,snap,com-amazon,548552,925872,549,NA,925872,1,0.081789
32,cbyd_c2,snap,com-amazon,548552,925872,549,2,925872,1,0.076567
32,dplus1,snap,com-amazon,548552,925872,549,NA,925872,2,0.079421
32,cbyd_c2,snap,com-amazon,548552,925872,549,2,925872,2,0.072352
32,dplus1,snap,com-amazon,548552,925872,549,NA,925872,3,0.075414
32,cbyd_c2,snap,com-amazon,548552,925872,549,2,925872,3,0.078013
32,dplus1,snap,com-amazon,548552,925872,549,NA,925872,4,0.06989
32,cbyd_c2,snap,com-amazon,548552,925872,549,2,925872,4,0.075121
32,dplus1,snap,roadNet-CA,1971281,2766607,12,NA,2766607,0,0.200028
32,cbyd_c2,snap,roadNet-CA,1971281,2766607,12,2,2766607,0,0.218147
32,dplus1,snap,roadNet-CA,1971281,2766607,12,NA,2766607,1,0.224474
32,cbyd_c2,snap,roadNet-CA,1971281,2766607,12,2,2766607,1,0.218177
32,dplus1,snap,roadNet-CA,1971281,2766607,12,NA,2766607,2,0.227386
32,cbyd_c2,snap,roadNet-CA,1971281,2766607,12,2,2766607,2,0.206359
32,dplus1,snap,roadNet-CA,1971281,2766607,12,NA,2766607,3,0.215088
32,cbyd_c2,snap,roadNet-CA,1971281,2766607,12,2,2766607,3,0.226701
32,dplus1,snap,roadNet-CA,1971281,2766607,12,NA,2766607,4,0.237351
32,cbyd_c2,snap,roadNet-CA,1971281,2766607,12,2,2766607,4,0.230466
64,dplus1,thread,rmat_262144,262144,2601013,NA,NA,2601013,0,0.316534
64,dplus1,thread,rmat_262144,262144,2601013,NA,NA,2601013,1,0.297968
64,dplus1,thread,rmat_262144,262144,2601013,NA,NA,2601013,2,0.254029
64,dplus1,thread,rmat_262144,262144,2601013,NA,NA,2601013,3,0.278676
64,dplus1,thread,rmat_262144,262144,2601013,NA,NA,2601013,4,0.299475
64,cbyd_c2,thread,rmat_262144,262144,2601013,NA,2,2601013,0,0.258858
64,cbyd_c2,thread,rmat_262144,262144,2601013,NA,2,2601013,1,0.243579
64,cbyd_c2,thread,rmat_262144,262144,2601013,NA,2,2601013,2,0.325644
64,cbyd_c2,thread,rmat_262144,262144,2601013,NA,2,2601013,3,0.277118
64,cbyd_c2,thread,rmat_262144,262144,2601013,NA,2,2601013,4,0.264827
64,dplus1_10batch,thread,rmat_262144,262144,2601013,NA,NA,2601013,0,0.752828
64,dplus1_10batch,thread,rmat_262144,262144,2601013,NA,NA,2601013,1,0.853402
64,dplus1_10batch,thread,rmat_262144,262144,2601013,NA,NA,2601013,2,0.838416
64,dplus1_10batch,thread,rmat_262144,262144,2601013,NA,NA,2601013,3,0.888844
64,dplus1_10batch,thread,rmat_262144,262144,2601013,NA,NA,2601013,4,0.816933
64,cbyd_c2_10batch,thread,rmat_262144,262144,2601013,NA,2,2601013,0,0.867166
64,cbyd_c2_10batch,thread,rmat_262144,262144,2601013,NA,2,2601013,1,0.906242
64,cbyd_c2_10batch,thread,rmat_262144,262144,2601013,NA,2,2601013,2,0.952429
64,cbyd_c2_10batch,thread,rmat_262144,262144,2601013,NA,2,2601013,3,0.916721
64,cbyd_c2_10batch,thread,rmat_262144,262144,2601013,NA,2,2601013,4,0.919303
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,2,2601013,0,0.307423
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,2,2601013,1,0.28638
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,2,2601013,2,0.249854
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,2,2601013,3,0.25558
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,2,2601013,4,0.299777
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,3,2601013,0,0.259942
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,3,2601013,1,0.247101
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,3,2601013,2,0.266576
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,3,2601013,3,0.266298
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,3,2601013,4,0.315943
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,4,2601013,0,0.258859
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,4,2601013,1,0.253917
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,4,2601013,2,0.266725
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,4,2601013,3,0.279903
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,4,2601013,4,0.288032
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,6,2601013,0,0.267282
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,6,2601013,1,0.254729
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,6,2601013,2,0.259004
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,6,2601013,3,0.261298
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,6,2601013,4,0.275011
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,8,2601013,0,0.3005
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,8,2601013,1,0.278722
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,8,2601013,2,0.27338
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,8,2601013,3,0.260506
64,cbyd,c_scaling,rmat_262144,262144,2601013,1894,8,2601013,4,0.294608
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,2,2601013,0,0.862786
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,2,2601013,1,0.873081
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,2,2601013,2,0.942344
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,2,2601013,3,0.830707
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,2,2601013,4,0.931502
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,3,2601013,0,0.909443
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,3,2601013,1,0.953537
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,3,2601013,2,0.921504
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,3,2601013,3,0.940167
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,3,2601013,4,1.01345
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,4,2601013,0,0.90118
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,4,2601013,1,1.00322
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,4,2601013,2,1.02109
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,4,2601013,3,0.990478
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,4,2601013,4,1.00829
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,6,2601013,0,1.0338
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,6,2601013,1,1.02418
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,6,2601013,2,1.04996
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,6,2601013,3,1.09005
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,6,2601013,4,1.06559
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,8,2601013,0,1.05764
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,8,2601013,1,1.15284
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,8,2601013,2,1.1188
64,cbyd_10batch,c_scaling_10batch,rmat_262144,262144,2601013,1894,8,2601013,3,1.10558
